Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,SAP,SAP,SAP,SAP,SAP,SAP,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA,META,META,META,META,META,META
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-24,183.1999969482422,185.4499969482422,180.41000366210938,180.8300018310547,180.8300018310547,41532400,224.0,224.8000030517578,217.1300048828125,218.5399932861328,218.0474395751953,61777600,635.739990234375,652.4199829101562,632.6699829101562,635.989990234375,635.989990234375,4888200,175.38999938964844,177.9499969482422,173.57000732421875,174.3699951171875,174.14076232910156,31250700,211.85000610351562,212.3300018310547,208.97000122070312,209.39999389648438,209.39999389648438,1380700,119.16999816894531,119.94999694824219,113.44000244140625,114.25,114.24022674560547,327776900,472.30999755859375,476.29998779296875,460.5799865722656,461.2699890136719,460.8303527832031,17649700
2024-07-25,182.91000366210938,183.89999389648438,176.8000030517578,179.85000610351562,179.85000610351562,44464200,218.92999267578125,220.85000610351562,214.6199951171875,217.49000549316406,216.99981689453125,51391200,641.0,649.97998046875,621.7000122070312,634.0900268554688,634.0900268554688,4554500,174.25,175.1999969482422,169.0500030517578,169.16000366210938,168.9376220703125,28967900,210.27999877929688,213.77000427246094,208.89999389648438,210.80999755859375,210.80999755859375,1378100,113.04000091552734,116.62999725341797,106.30000305175781,112.27999877929688,112.27039337158203,460067000,463.260009765625,463.54998779296875,442.6499938964844,453.4100036621094,452.9778747558594,18240500
2024-07-26,180.38999938964844,183.19000244140625,180.24000549316406,182.5,182.5,29506000,218.6999969482422,219.49000549316406,216.00999450683594,217.9600067138672,217.46875,41601300,645.0,646.989990234375,629.77001953125,631.3699951171875,631.3699951171875,3120700,168.77000427246094,169.83999633789062,165.86500549316406,168.67999267578125,168.45823669433594,25150100,211.7100067138672,214.0500030517578,210.91000366210938,213.4499969482422,213.4499969482422,688300,116.19000244140625,116.19999694824219,111.58000183105469,113.05999755859375,113.05032348632812,293399100,464.20001220703125,469.7699890136719,459.4200134277344,465.70001220703125,465.25616455078125,14222400
2024-07-29,183.83999633789062,184.75,182.3800048828125,183.1999969482422,183.1999969482422,33270100,216.9600067138672,219.3000030517578,215.75,218.24000549316406,217.7481231689453,36311800,634.6099853515625,634.6099853515625,623.9299926757812,626.9600219726562,626.9600219726562,2400500,170.5,172.16000366210938,169.72000122070312,171.1300048828125,170.905029296875,13768900,211.27000427246094,211.85000610351562,208.69000244140625,209.1999969482422,209.1999969482422,1005100,113.69000244140625,116.27999877929688,111.30000305175781,111.58999633789062,111.58045196533203,248152100,469.8800048828125,473.9599914550781,465.0199890136719,465.7099914550781,465.2661437988281,11339600
2024-07-30,184.72000122070312,185.86000061035156,179.3800048828125,181.7100067138672,181.7100067138672,39508600,219.19000244140625,220.3300018310547,216.1199951171875,218.8000030517578,218.30685424804688,41643800,630.1699829101562,634.6900024414062,617.0,622.5800170898438,622.5800170898438,3496600,171.8300018310547,172.9499969482422,170.1199951171875,171.86000061035156,171.63406372070312,13681400,207.7899932861328,208.67999267578125,206.3699951171875,206.75999450683594,206.75999450683594,1045500,111.5199966430664,111.98999786376953,102.54000091552734,103.7300033569336,103.72113037109375,486833300,467.0,472.7300109863281,456.70001220703125,463.19000244140625,462.74853515625,11390400
2024-07-31,185.0500030517578,187.94000244140625,184.4600067138672,186.97999572753906,186.97999572753906,41667300,221.44000244140625,223.82000732421875,220.6300048828125,222.0800018310547,221.5794677734375,50036300,626.5700073242188,633.5999755859375,622.5800170898438,628.3499755859375,628.3499755859375,3134900,174.9199981689453,175.91000366210938,171.72000122070312,173.14999389648438,172.92236328125,15650200,210.7100067138672,212.44000244140625,209.6999969482422,211.60000610351562,211.60000610351562,491500,112.9000015258789,118.33999633789062,110.87999725341797,117.0199966430664,117.0099868774414,473174200,471.0199890136719,476.5,466.75,474.8299865722656,474.37744140625,24285800
2024-08-01,189.2899932861328,190.60000610351562,181.8699951171875,184.07000732421875,184.07000732421875,70435600,224.3699951171875,224.47999572753906,217.02000427246094,218.36000061035156,217.8678436279297,62501000,629.25,646.7100219726562,617.6099853515625,624.8499755859375,624.8499755859375,3720600,171.97999572753906,175.67999267578125,170.50999450683594,172.4499969482422,172.22328186035156,17177800,208.69000244140625,211.08999633789062,204.35000610351562,205.55999755859375,205.55999755859375,681900,117.52999877929688,120.16000366210938,106.80999755859375,109.20999908447266,109.2006607055664,523462300,521.0,527.1699829101562,492.1000061035156,497.739990234375,497.2655944824219,43083100
2024-08-02,166.75,168.77000427246094,160.5500030517578,167.89999389648438,167.89999389648438,141448400,219.14999389648438,225.60000610351562,217.7100067138672,219.86000061035156,219.36447143554688,105568600,620.97998046875,625.27001953125,608.3499755859375,613.6400146484375,613.6400146484375,3523000,168.19000244140625,170.2100067138672,166.38999938964844,168.39999389648438,168.17860412597656,18907800,204.0800018310547,204.99000549316406,202.6699981689453,204.72000122070312,204.72000122070312,1144600,103.76000213623047,108.72000122070312,101.37000274658203,107.2699966430664,107.26081848144531,482027500,489.0,501.1499938964844,476.1499938964844,488.1400146484375,487.6747741699219,24044700
2024-08-05,154.2100067138672,162.9600067138672,151.61000061035156,161.02000427246094,161.02000427246094,83149400,199.08999633789062,213.5,196.0,209.27000427246094,208.79833984375,119548600,587.0399780273438,604.5599975585938,587.0399780273438,598.5499877929688,598.5499877929688,4044200,157.3699951171875,165.94000244140625,156.60000610351562,160.63999938964844,160.42881774902344,34907800,195.10000610351562,200.77999877929688,194.92999267578125,199.02999877929688,199.02999877929688,1473800,92.05999755859375,103.41000366210938,90.69000244140625,100.44999694824219,100.44140625,552842400,451.3500061035156,483.4800109863281,450.79998779296875,475.7300109863281,475.276611328125,21396200
2024-08-06,161.7100067138672,165.0800018310547,158.5399932861328,161.92999267578125,161.92999267578125,59950800,205.3000030517578,209.99000549316406,201.07000732421875,207.22999572753906,206.762939453125,69660500,600.6199951171875,622.4500122070312,600.6199951171875,609.5700073242188,609.5700073242188,4319100,160.94500732421875,162.35000610351562,158.1300048828125,160.5399932861328,160.3289337158203,36146500,201.2899932861328,204.5500030517578,201.02999877929688,201.72999572753906,201.72999572753906,898700,103.83999633789062,107.70999908447266,100.55000305175781,104.25,104.24108123779297,409012100,479.0,502.55999755859375,478.6499938964844,494.0899963378906,493.61907958984375,20955000
2024-08-07,166.5500030517578,167.5800018310547,161.42999267578125,162.77000427246094,162.77000427246094,48408200,206.89999389648438,213.63999938964844,206.38999938964844,209.82000732421875,209.34710693359375,63516400,616.0700073242188,632.0,610.6400146484375,611.47998046875,611.47998046875,3187800,163.24000549316406,164.7899932861328,160.24000549316406,160.75,160.53866577148438,19334200,203.8800048828125,205.91000366210938,201.36000061035156,201.58999633789062,201.58999633789062,715100,107.80999755859375,108.80000305175781,98.69000244140625,98.91000366210938,98.90154266357422,411440400,503.1300048828125,510.1499938964844,486.8599853515625,488.9200134277344,488.45404052734375,20105300
2024-08-08,165.1699981689453,166.69000244140625,162.5500030517578,165.8000030517578,165.8000030517578,44616200,213.11000061035156,214.1999969482422,208.8300018310547,213.30999755859375,212.8292236328125,47161100,621.989990234375,632.2899780273438,616.02001953125,630.3499755859375,630.3499755859375,3283500,162.343994140625,165.5,162.02999877929688,163.83999633789062,163.62460327148438,15733600,203.08999633789062,206.9499969482422,201.7100067138672,206.27999877929688,206.27999877929688,1038200,102.0,105.5,97.5199966430664,104.97000122070312,104.96102142333984,391910000,497.5,509.9599914550781,494.7200012207031,509.6300048828125,509.144287109375,16156800
2024-08-09,166.39999389648438,168.5500030517578,165.85000610351562,166.94000244140625,166.94000244140625,36401000,212.10000610351562,216.77999877929688,211.97000122070312,216.24000549316406,215.7526397705078,42201600,622.989990234375,636.6199951171875,622.989990234375,633.9400024414062,633.9400024414062,1980800,161.64500427246094,165.52000427246094,160.92999267578125,165.38999938964844,165.17257690429688,13549200,205.75999450683594,208.99000549316406,205.75999450683594,208.52999877929688,208.52999877929688,593300,105.63999938964844,106.5999984741211,103.43000030517578,104.75,104.74104309082031,290844200,507.7099914550781,518.3400268554688,505.70001220703125,517.77001953125,517.2765502929688,13696600
2024-08-12,168.13999938964844,168.5500030517578,166.11000061035156,166.8000030517578,166.8000030517578,30072800,216.07000732421875,219.50999450683594,215.60000610351562,217.52999877929688,217.2909393310547,38028100,631.0,639.0,627.0700073242188,633.1400146484375,633.1400146484375,2331700,165.9949951171875,166.6999969482422,163.5500030517578,163.9499969482422,163.73446655273438,12435000,207.0800018310547,207.8000030517578,205.50999450683594,205.97999572753906,205.97999572753906,521200,106.31999969482422,111.06999969482422,106.26000213623047,109.0199966430664,109.01067352294922,325559900,516.8599853515625,518.02001953125,509.1000061035156,515.9500122070312,515.458251953125,9767400
2024-08-13,167.80999755859375,171.0399932861328,167.10000610351562,170.22999572753906,170.22999572753906,39237900,219.00999450683594,221.88999938964844,219.00999450683594,221.27000427246094,221.02682495117188,44155300,638.5599975585938,650.969970703125,635.5,648.02001953125,648.02001953125,2639600,165.18499755859375,166.5399932861328,164.77000427246094,165.92999267578125,165.71185302734375,12717600,208.4600067138672,211.36000061035156,208.24000549316406,211.02000427246094,211.02000427246094,413200,112.44000244140625,116.2300033569336,111.58000183105469,116.13999938964844,116.13006591796875,312646700,520.010009765625,531.5,518.1500244140625,528.5399780273438,528.0362548828125,13743800
2024-08-14,172.11000061035156,172.27999877929688,168.86000061035156,170.10000610351562,170.10000610351562,28843800,220.57000732421875,223.02999877929688,219.6999969482422,221.72000122070312,221.47633361816406,41960600,648.7000122070312,663.5700073242188,648.7000122070312,661.6799926757812,661.6799926757812,4014300,164.2100067138672,164.9600067138672,159.52999877929688,162.02999877929688,161.81698608398438,22515900,211.97000122070312,212.7899932861328,210.8300018310547,212.5500030517578,212.5500030517578,711000,118.52999877929688,118.5999984741211,114.06999969482422,118.08000183105469,118.06990051269531,339246400,528.0599975585938,534.0,523.1300048828125,526.760009765625,526.2579956054688,11444200
2024-08-15,174.86000061035156,177.91000366210938,173.99000549316406,177.58999633789062,177.58999633789062,51698500,224.60000610351562,225.35000610351562,222.75999450683594,224.72000122070312,224.47303771972656,46414000,668.489990234375,673.1900024414062,659.7999877929688,663.219970703125,663.219970703125,3210200,162.2100067138672,163.52000427246094,161.49000549316406,163.1699981689453,162.9554901123047,18392500,213.47999572753906,215.52000427246094,213.44000244140625,214.94000244140625,214.94000244140625,543200,118.76000213623047,123.23999786376953,117.47000122070312,122.86000061035156,122.84949493408203,318086700,531.7899780273438,539.77001953125,526.7000122070312,537.3300170898438,536.81787109375,13482100
2024-08-16,177.0399932861328,178.33999633789062,176.25999450683594,177.05999755859375,177.05999755859375,31489200,223.9199981689453,226.8300018310547,223.64999389648438,226.0500030517578,225.80157470703125,44340200,669.4299926757812,680.22998046875,665.3599853515625,674.0700073242188,674.0700073242188,3511000,163.41000366210938,166.9499969482422,163.0800018310547,164.74000549316406,164.5234375,16853100,215.6300048828125,217.10000610351562,215.16000366210938,216.1699981689453,216.1699981689453,546500,121.94000244140625,125.0,121.18000030517578,124.58000183105469,124.56934356689453,302589900,531.9000244140625,533.6599731445312,524.6599731445312,527.4199829101562,526.9172973632812,14776700
2024-08-19,177.63999938964844,178.3000030517578,176.16000366210938,178.22000122070312,178.22000122070312,31129800,225.72000122070312,225.99000549316406,223.0399932861328,225.88999938964844,225.64175415039062,40687800,674.0700073242188,688.8400268554688,672.9099731445312,688.530029296875,688.530029296875,3016200,167.0,168.47000122070312,166.08999633789062,168.39999389648438,168.17860412597656,13100800,216.16000366210938,219.05999755859375,215.89999389648438,219.0399932861328,219.0399932861328,558700,124.27999877929688,130.0,123.41999816894531,130.0,129.98887634277344,318333600,526.8699951171875,531.6599731445312,522.760009765625,529.280029296875,528.7755737304688,9879700
2024-08-20,177.9199981689453,179.00999450683594,177.42999267578125,178.8800048828125,178.8800048828125,26255200,225.77000427246094,227.1699981689453,225.4499969482422,226.50999450683594,226.2610626220703,30299000,688.8599853515625,711.3300170898438,688.25,698.5399780273438,698.5399780273438,4813100,168.74000549316406,170.41000366210938,168.66000366210938,168.9600067138672,168.73788452148438,12622500,219.17999267578125,220.1199951171875,217.1300048828125,217.77000427246094,217.77000427246094,567900,128.39999389648438,129.8800048828125,125.88999938964844,127.25,127.2391128540039,300087400,528.3499755859375,531.0900268554688,525.8800048828125,526.72998046875,526.2279663085938,7944400
2024-08-21,179.9199981689453,182.38999938964844,178.88999938964844,180.11000061035156,180.11000061035156,35599100,226.52000427246094,227.97999572753906,225.0500030517578,226.39999389648438,226.15118408203125,34765500,697.0,701.0,691.3800048828125,697.1199951171875,697.1199951171875,2235300,166.99000549316406,168.63999938964844,166.57000732421875,167.6300048828125,167.40963745117188,15269600,218.82000732421875,219.5,217.8000030517578,218.8699951171875,218.8699951171875,471800,127.31999969482422,129.35000610351562,126.66000366210938,128.5,128.489013671875,257883600,527.1500244140625,539.4000244140625,526.9299926757812,535.1599731445312,534.64990234375,13423300
2024-08-22,181.3800048828125,181.47000122070312,175.67999267578125,176.1300048828125,176.1300048828125,32047500,227.7899932861328,228.33999633789062,223.89999389648438,224.52999877929688,224.2832489013672,43695300,691.0,701.5,686.239990234375,688.9600219726562,688.9600219726562,2729400,169.0399932861328,169.4199981689453,165.02999877929688,165.49000549316406,165.27244567871094,19123800,219.67999267578125,220.10000610351562,217.14999389648438,217.25,217.25,1449600,130.02000427246094,130.75,123.0999984741211,123.73999786376953,123.72941589355469,376189100,537.0,544.22998046875,528.5900268554688,531.9299926757812,531.4230346679688,15708300
2024-08-23,177.33999633789062,178.97000122070312,175.24000549316406,177.0399932861328,177.0399932861328,29150100,225.66000366210938,228.22000122070312,224.3300018310547,226.83999633789062,226.5906982421875,38677300,694.1300048828125,696.0700073242188,678.6300048828125,686.72998046875,686.72998046875,2354500,166.5500030517578,167.9499969482422,165.66000366210938,167.42999267578125,167.2098846435547,14281600,218.02999877929688,220.1300048828125,217.4600067138672,219.14999389648438,219.14999389648438,1285100,125.86000061035156,129.60000610351562,125.22000122070312,129.3699951171875,129.3589324951172,323230300,536.9199829101562,539.8699951171875,525.0599975585938,528.0,527.4967651367188,11323900
2024-08-26,176.6999969482422,177.47000122070312,174.3000030517578,175.5,175.5,22366200,226.75999450683594,227.27999877929688,223.88999938964844,227.17999267578125,226.93032836914062,30602200,687.260009765625,690.5900268554688,681.6400146484375,688.4400024414062,688.4400024414062,1354200,168.15499877929688,169.3800048828125,166.32000732421875,167.92999267578125,167.709228515625,11990300,217.41000366210938,217.7899932861328,215.86000061035156,215.86000061035156,215.86000061035156,1566600,129.57000732421875,131.25999450683594,124.37000274658203,126.45999908447266,126.44918060302734,331964700,527.5999755859375,528.0,514.9500122070312,521.1199951171875,520.6233520507812,9584000
2024-08-27,174.14999389648438,174.88999938964844,172.25,173.1199951171875,173.1199951171875,29842000,226.0,228.85000610351562,224.88999938964844,228.02999877929688,227.77938842773438,35934600,688.530029296875,707.8900146484375,686.9199829101562,695.719970703125,695.719970703125,3164900,167.61000061035156,168.2449951171875,166.16000366210938,166.3800048828125,166.16127014160156,13718200,216.5500030517578,218.66000366210938,216.3800048828125,217.8300018310547,217.8300018310547,1007400,125.05000305175781,129.1999969482422,123.87999725341797,128.3000030517578,128.28903198242188,303134600,518.97998046875,524.010009765625,515.3099975585938,519.0999755859375,518.605224609375,6282700
2024-08-28,173.69000244140625,173.69000244140625,168.9199981689453,170.8000030517578,170.8000030517578,29045000,227.9199981689453,229.86000061035156,225.67999267578125,226.49000549316406,226.2410888671875,38052200,695.8300170898438,696.6699829101562,677.0999755859375,683.8400268554688,683.8400268554688,2430600,166.77999877929688,167.38999938964844,163.27999877929688,164.5,164.2837371826172,15208700,218.6300048828125,219.0399932861328,216.58999633789062,216.92999267578125,216.92999267578125,642900,128.1199951171875,128.3300018310547,122.63999938964844,125.61000061035156,125.59925842285156,448101100,517.6699829101562,521.0900268554688,512.4500122070312,516.780029296875,516.2874755859375,9106100
2024-08-29,173.22000122070312,174.2899932861328,170.80999755859375,172.1199951171875,172.1199951171875,26407800,230.10000610351562,232.9199981689453,228.8800048828125,229.7899932861328,229.53746032714844,51906300,690.0,699.7999877929688,686.0700073242188,692.47998046875,692.47998046875,2187000,166.05999755859375,167.6300048828125,161.98199462890625,163.39999389648438,163.1851806640625,17133800,219.4499969482422,221.24000549316406,218.25,218.77999877929688,218.77999877929688,736400,121.36000061035156,124.43000030517578,116.70999908447266,117.58999633789062,117.57994079589844,453023300,519.0499877929688,527.2000122070312,515.6799926757812,518.219970703125,517.72607421875,8317400
2024-08-30,172.77999877929688,178.89999389648438,172.60000610351562,178.5,178.5,43429400,230.19000244140625,230.39999389648438,227.47999572753906,229.0,228.7483367919922,52990800,700.3599853515625,701.8599853515625,688.1599731445312,701.3499755859375,701.3499755859375,3266700,164.22000122070312,165.27999877929688,163.41000366210938,165.11000061035156,164.8929443359375,18498800,218.85000610351562,219.85000610351562,217.58999633789062,219.7100067138672,219.7100067138672,355900,119.52999877929688,121.75,117.22000122070312,119.37000274658203,119.35979461669922,333751600,521.3499755859375,523.5399780273438,515.2000122070312,521.3099975585938,520.8131713867188,9157500
2024-09-03,177.5500030517578,178.25999450683594,175.25999450683594,176.25,176.25,37817500,228.5500030517578,229.0,221.1699981689453,222.77000427246094,222.52517700195312,50190600,700.0999755859375,703.8599853515625,671.010009765625,675.3200073242188,675.3200073242188,3161000,163.31500244140625,163.3800048828125,157.85499572753906,158.61000061035156,158.4014892578125,26533100,220.33999633789062,220.52999877929688,215.52000427246094,216.49000549316406,216.49000549316406,779600,116.01000213623047,116.20999908447266,107.29000091552734,108.0,107.99076080322266,477155100,519.6400146484375,525.489990234375,508.6199951171875,511.760009765625,511.2722473144531,12459100
2024-09-04,174.47999572753906,175.97999572753906,172.5399932861328,173.3300018310547,173.3300018310547,30309200,221.66000366210938,221.77999877929688,217.47999572753906,220.85000610351562,220.6072998046875,43840200,673.3099975585938,684.6500244140625,673.0599975585938,679.6799926757812,679.6799926757812,1785300,158.0749969482422,160.39999389648438,157.44000244140625,157.80999755859375,157.6025390625,17410700,213.74000549316406,216.22000122070312,213.41000366210938,215.42999267578125,215.42999267578125,586800,105.41000366210938,113.2699966430664,104.12000274658203,106.20999908447266,106.20091247558594,372470300,506.07000732421875,516.5900268554688,504.07000732421875,512.739990234375,512.2512817382812,8335200
2024-09-05,175.0,179.8800048828125,175.0,177.88999938964844,177.88999938964844,40170500,221.6300048828125,225.47999572753906,221.52000427246094,222.3800048828125,222.13560485839844,36615400,673.1400146484375,687.3099975585938,671.8599853515625,683.6199951171875,683.6199951171875,1810100,157.77999877929688,161.01499938964844,157.52000427246094,158.60000610351562,158.39151000976562,14139500,212.50999450683594,214.19000244140625,211.9199981689453,212.60000610351562,212.60000610351562,1305000,104.98999786376953,109.6500015258789,104.76000213623047,107.20999908447266,107.2008285522461,306850700,511.7200012207031,521.6300048828125,511.1499938964844,516.8599853515625,516.3673706054688,8640900
2024-09-06,177.24000549316406,178.3800048828125,171.16000366210938,171.38999938964844,171.38999938964844,41466500,223.9499969482422,225.24000549316406,219.77000427246094,220.82000732421875,220.57733154296875,48423000,681.8599853515625,683.1500244140625,662.3400268554688,665.77001953125,665.77001953125,2991300,158.69000244140625,159.22000122070312,151.93499755859375,152.1300048828125,151.9300079345703,24999100,214.30999755859375,214.80999755859375,210.3800048828125,211.3300018310547,211.3300018310547,682400,108.04000091552734,108.1500015258789,100.94999694824219,102.83000183105469,102.82120513916016,413638100,521.8800048828125,524.5800170898438,498.25,500.2699890136719,499.7931823730469,14744500
2024-09-09,174.52999877929688,175.85000610351562,173.50999450683594,175.39999389648438,175.39999389648438,29037400,220.82000732421875,221.27000427246094,216.7100067138672,220.91000366210938,220.66722106933594,67180000,674.0,683.5,672.1400146484375,675.4199829101562,675.4199829101562,2683100,153.6300048828125,154.63999938964844,148.1999969482422,149.5399932861328,149.5399932861328,28057700,212.0800018310547,214.5399932861328,211.66000366210938,213.97999572753906,213.97999572753906,836000,104.87999725341797,106.55000305175781,103.69000244140625,106.47000122070312,106.46089172363281,273912000,506.1600036621094,511.3299865722656,502.0799865722656,504.7900085449219,504.30889892578125,11047800
2024-09-10,177.49000549316406,180.5,176.7899932861328,179.5500030517578,179.5500030517578,36233800,218.9199981689453,221.47999572753906,216.72999572753906,220.11000061035156,219.86810302734375,51591000,676.8699951171875,680.5900268554688,665.8099975585938,673.6199951171875,673.6199951171875,2079200,151.4499969482422,152.3000030517578,149.54299926757812,150.00999450683594,150.00999450683594,20401800,213.39999389648438,214.55999755859375,210.80999755859375,213.9199981689453,213.9199981689453,1422100,107.80999755859375,109.4000015258789,104.94999694824219,108.0999984741211,108.09075164794922,268283700,508.1600036621094,514.1799926757812,500.0299987792969,504.7900085449219,504.30889892578125,9899000
2024-09-11,180.10000610351562,184.99000549316406,175.72999572753906,184.52000427246094,184.52000427246094,42564700,221.4600067138672,223.08999633789062,217.88999938964844,222.66000366210938,222.41529846191406,44587100,677.4600219726562,682.969970703125,660.7999877929688,681.469970703125,681.469970703125,2391900,151.08999633789062,152.47999572753906,148.6999969482422,152.14999389648438,152.14999389648438,18991500,214.82000732421875,217.92999267578125,212.11000061035156,217.6199951171875,217.6199951171875,732700,109.38999938964844,117.19000244140625,107.41999816894531,116.91000366210938,116.9000015258789,441422400,507.010009765625,513.1199951171875,495.6000061035156,511.8299865722656,511.3421630859375,10782500
2024-09-12,184.8000030517578,187.41000366210938,183.5399932861328,187.0,187.0,33622500,222.5,223.5500030517578,219.82000732421875,222.77000427246094,222.52517700195312,37498200,684.9199829101562,694.8800048828125,682.2000122070312,686.7999877929688,686.7999877929688,2588400,154.80999755859375,155.61000061035156,153.5,155.5399932861328,155.5399932861328,21024100,218.4600067138672,221.17999267578125,217.8800048828125,221.00999450683594,221.00999450683594,562700,116.83999633789062,120.79000091552734,115.37999725341797,119.13999938964844,119.13999938964844,367100500,517.0499877929688,526.7100219726562,515.219970703125,525.5999755859375,525.0990600585938,11993300
2024-09-13,187.0,188.5,185.91000366210938,186.49000549316406,186.49000549316406,26495400,223.5800018310547,224.0399932861328,221.91000366210938,222.5,222.25547790527344,36766600,680.010009765625,699.6400146484375,680.0,697.0599975585938,697.0599975585938,2276500,156.36199951171875,159.27499389648438,156.11000061035156,158.3699951171875,158.3699951171875,16733900,221.1999969482422,222.64999389648438,220.72999572753906,221.27999877929688,221.27999877929688,549100,119.08000183105469,119.95999908447266,117.5999984741211,119.0999984741211,119.0999984741211,238358300,520.3400268554688,527.5800170898438,517.1099853515625,524.6199951171875,524.1199951171875,10321400
2024-09-16,185.2899932861328,185.80999755859375,183.36000061035156,184.88999938964844,184.88999938964844,26065500,216.5399932861328,217.22000122070312,213.9199981689453,216.32000732421875,216.082275390625,59357400,700.0,703.02001953125,688.6300048828125,696.5,696.5,1843700,158.3300018310547,159.24000549316406,157.61000061035156,158.99000549316406,158.99000549316406,14157600,223.52000427246094,223.89999389648438,222.3000030517578,223.60000610351562,223.60000610351562,646000,116.79000091552734,118.18000030517578,114.36000061035156,116.77999877929688,116.77999877929688,248772300,524.5399780273438,534.0999755859375,517.4000244140625,533.280029296875,533.280029296875,9527600
2024-09-17,186.85000610351562,189.4499969482422,186.13999938964844,186.8800048828125,186.8800048828125,26091700,215.75,216.89999389648438,214.5,216.7899932861328,216.55174255371094,45519300,700.8200073242188,707.6300048828125,698.3699951171875,706.9099731445312,706.9099731445312,2298600,160.08999633789062,161.58999633789062,159.41000366210938,160.27999877929688,160.27999877929688,12064800,223.25999450683594,223.50999450683594,221.33999633789062,222.05999755859375,222.05999755859375,621800,118.16999816894531,118.80000305175781,114.83000183105469,115.58999633789062,115.58999633789062,231925900,537.5999755859375,542.0999755859375,530.5700073242188,536.3200073242188,536.3200073242188,11690800
2024-09-18,186.4499969482422,188.8000030517578,185.05999755859375,186.42999267578125,186.42999267578125,34448100,217.5500030517578,222.7100067138672,217.5399932861328,220.69000244140625,220.4474639892578,59894900,707.5499877929688,707.5499877929688,688.0,690.469970703125,690.469970703125,2984400,160.85000610351562,161.6300048828125,159.66000366210938,160.80999755859375,160.80999755859375,16756500,222.4600067138672,224.0500030517578,221.14999389648438,221.8800048828125,221.8800048828125,591000,115.88999938964844,117.69999694824219,113.22000122070312,113.37000274658203,113.37000274658203,310318900,537.0700073242188,544.2000122070312,533.9000244140625,537.9500122070312,537.9500122070312,10323500
2024-09-19,190.0399932861328,190.99000549316406,188.47000122070312,189.8699951171875,189.8699951171875,39543200,224.99000549316406,229.82000732421875,224.6300048828125,228.8699951171875,228.61846923828125,66781300,705.0,715.6599731445312,695.3699951171875,704.3200073242188,704.3200073242188,4228500,164.82000732421875,164.99000549316406,162.52200317382812,163.24000549316406,163.24000549316406,17548200,229.13999938964844,230.19000244140625,228.27000427246094,228.97000122070312,228.97000122070312,784400,117.3499984741211,119.66000366210938,117.25,117.87000274658203,117.87000274658203,293506400,550.0,562.0700073242188,546.52001953125,559.0999755859375,559.0999755859375,15647000
2024-09-20,190.22999572753906,191.83999633789062,187.41000366210938,191.60000610351562,191.60000610351562,100378600,229.97000122070312,233.08999633789062,227.6199951171875,228.1999969482422,227.94920349121094,318679900,705.5499877929688,706.6699829101562,696.3099975585938,701.030029296875,701.030029296875,3998100,164.52000427246094,164.75,163.17999267578125,164.63999938964844,164.63999938964844,46362700,229.17999267578125,229.27999877929688,227.00999450683594,228.80999755859375,228.80999755859375,577800,117.05999755859375,118.62000274658203,115.38999938964844,116.0,116.0,382462400,560.0,564.5,556.2999877929688,561.3499755859375,561.3499755859375,22066800
2024-09-23,191.63999938964844,194.4499969482422,190.57000732421875,193.8800048828125,193.8800048828125,36993100,227.33999633789062,229.4499969482422,225.80999755859375,226.47000122070312,226.2211151123047,54146000,702.3900146484375,712.25,699.1599731445312,705.3699951171875,705.3699951171875,3224300,165.33999633789062,166.61000061035156,162.9499969482422,163.07000732421875,163.07000732421875,15648400,230.47000122070312,230.85000610351562,229.77000427246094,230.44000244140625,230.44000244140625,374900,116.55000305175781,116.98999786376953,114.86000061035156,116.26000213623047,116.26000213623047,206228500,569.5,573.97998046875,562.4099731445312,564.4099731445312,564.4099731445312,12830700
2024-09-24,194.27000427246094,195.3699951171875,190.1300048828125,193.9600067138672,193.9600067138672,43478900,228.64999389648438,229.35000610351562,225.72999572753906,227.3699951171875,227.1201171875,43556100,706.6300048828125,722.4400024414062,704.4500122070312,722.260009765625,722.260009765625,3565700,164.25,164.5500030517578,162.02999877929688,163.63999938964844,163.63999938964844,18774100,229.9199981689453,231.1300048828125,228.25999450683594,230.92999267578125,230.92999267578125,572900,116.5199966430664,121.80000305175781,115.37999725341797,120.87000274658203,120.87000274658203,354966800,566.6799926757812,567.75,554.1900024414062,563.3300170898438,563.3300170898438,12993000
